,points
1673366100,"{'v': [2.1478142649307363, 34882985.44, 2623342879.7550483, 0.0001240448965876922, 151508.58318923012], 'c': [2.1478142649307363, 34882985.44, 2623342879.7550483]}"
1673367000,"{'v': [2.145721636803491, 34880946.1, 2620786941.2890368, 0.00012380954879922772, 151221.1291224539], 'c': [2.145721636803491, 34880946.1, 2620786941.2890368]}"
1673367900,"{'v': [2.147157855921465, 34806272.95, 2622541141.0159054, 0.00012389819791849675, 151329.40526142367], 'c': [2.147157855921465, 34806272.95, 2622541141.0159054]}"
1673368800,"{'v': [2.126188297506988, 34939000.91, 2596928897.6034145, 0.0001229066867078661, 150118.37229778466], 'c': [2.126188297506988, 34939000.91, 2596928897.6034145]}"
1673369700,"{'v': [2.132844038956242, 34953025.08, 2605058228.069964, 0.0001232039641145846, 150481.46727343524], 'c': [2.132844038956242, 34953025.08, 2605058228.069964]}"
1673370300,"{'v': [2.1314571035435024, 34901804.47, 2603364223.518873, 0.0001231867670401757, 150460.46274644247], 'c': [2.1314571035435024, 34901804.47, 2603364223.518873]}"
1673371200,"{'v': [2.128108520075605, 34939368.58, 2599274259.716506, 0.00012289699011865926, 150106.52887227575], 'c': [2.128108520075605, 34939368.58, 2599274259.716506]}"
1673372100,"{'v': [2.1311894260702138, 34658310.37, 2603037281.9368715, 0.00012312661443964786, 150386.99228911754], 'c': [2.1311894260702138, 34658310.37, 2603037281.9368715]}"
1673373000,"{'v': [2.128350002101148, 34569550.31, 2599569206.1476946, 0.00012281086741959955, 150001.33850593332], 'c': [2.128350002101148, 34569550.31, 2599569206.1476946]}"
1673373900,"{'v': [2.1301359735507672, 34505415.49, 2601750593.785492, 0.00012290092713929156, 150111.33755392567], 'c': [2.1301359735507672, 34505415.49, 2601750593.785492]}"
1673374800,"{'v': [2.1292314857650387, 34454648.42, 2600645851.335803, 0.00012272026571790172, 149890.67748047897], 'c': [2.1292314857650387, 34454648.42, 2600645851.335803]}"
1673375700,"{'v': [2.1298503931593897, 34579366.19, 2601401785.5581927, 0.00012235403215409316, 149443.35937312135], 'c': [2.1298503931593897, 34579366.19, 2601401785.5581927]}"
1673376600,"{'v': [2.1332271826722193, 34574459.21, 2605526200.2571516, 0.00012248081873678142, 149598.21665495177], 'c': [2.1332271826722193, 34574459.21, 2605526200.2571516]}"
1673377200,"{'v': [2.1338471000373382, 34639570.78, 2606283368.05903, 0.00012248234224938038, 149600.0774750394], 'c': [2.1338471000373382, 34639570.78, 2606283368.05903]}"
1673378100,"{'v': [2.142285582741573, 34705205.99, 2616590140.7998304, 0.00012283518419486662, 150031.0390439626], 'c': [2.142285582741573, 34705205.99, 2616590140.7998304]}"
1673379000,"{'v': [2.138633637949687, 34812558.01, 2612129651.118074, 0.00012279764148467084, 149985.18433339155], 'c': [2.138633637949687, 34812558.01, 2612129651.118074]}"
1673379900,"{'v': [2.142052568281338, 34822131.78, 2616305536.6629095, 0.0001228945421317629, 150103.53889818946], 'c': [2.142052568281338, 34822131.78, 2616305536.6629095]}"
1673380800,"{'v': [2.146530148872714, 34837485.08, 2621774458.8852386, 0.00012305969223799884, 150305.2534329883], 'c': [2.146530148872714, 34837485.08, 2621774458.8852386]}"
1673381700,"{'v': [2.144750497295068, 34889553.25, 2619600790.3465333, 0.0001230537119131024, 150297.94905709702], 'c': [2.144750497295068, 34889553.25, 2619600790.3465333]}"
1673382600,"{'v': [2.1466246227277614, 34955803.66, 2621889849.363367, 0.00012292340878151958, 150138.79665829378], 'c': [2.1466246227277614, 34955803.66, 2621889849.363367]}"
1673383500,"{'v': [2.1454785413952657, 34769622.67, 2620490024.2703347, 0.00012292589647892822, 150141.83513484665], 'c': [2.1454785413952657, 34769622.67, 2620490024.2703347]}"
1673384100,"{'v': [2.147900704509046, 34790559.32, 2623448457.1580806, 0.00012289482700443332, 150103.88684200557], 'c': [2.147900704509046, 34790559.32, 2623448457.1580806]}"
1673385000,"{'v': [2.1479400132049893, 34740622.76, 2623496468.8457294, 0.00012301233736078076, 150247.41413002802], 'c': [2.1479400132049893, 34740622.76, 2623496468.8457294]}"
1673385900,"{'v': [2.148309700395868, 34743043.05, 2623948005.2172694, 0.00012301302383778344, 150248.25259384984], 'c': [2.148309700395868, 34743043.05, 2623948005.2172694]}"
1673386800,"{'v': [2.143576971646695, 34872174.73, 2618167444.733677, 0.00012266035120264717, 149817.497820788], 'c': [2.143576971646695, 34872174.73, 2618167444.733677]}"
1673387700,"{'v': [2.1405255454836167, 34858770.63, 2614440429.214359, 0.00012258349882858573, 149723.6302403467], 'c': [2.1405255454836167, 34858770.63, 2614440429.214359]}"
1673388600,"{'v': [2.1451233038758204, 34867016.71, 2620056136.744549, 0.0001228483122260585, 150047.0736367646], 'c': [2.1451233038758204, 34867016.71, 2620056136.744549]}"
1673389500,"{'v': [2.1424689133462773, 34832198.01, 2616814061.0169296, 0.00012282125184470024, 150014.0220550153], 'c': [2.1424689133462773, 34832198.01, 2616814061.0169296]}"
1673390400,"{'v': [2.137636481604726, 34817393.66, 2610911723.180697, 0.00012260744991496114, 149752.88412553188], 'c': [2.137636481604726, 34817393.66, 2610911723.180697]}"
1673391000,"{'v': [2.132039874199412, 34911166.8, 2604076020.2862535, 0.00012224487718710957, 149310.03736753558], 'c': [2.132039874199412, 34911166.8, 2604076020.2862535]}"
1673391900,"{'v': [2.134923132904925, 34976667.74, 2607597635.874295, 0.00012247461061902685, 149590.6340525945], 'c': [2.134923132904925, 34976667.74, 2607597635.874295]}"
1673392800,"{'v': [2.1346935849045914, 35059072.11, 2607317265.675592, 0.00012243290633826508, 149539.69639481936], 'c': [2.1346935849045914, 35059072.11, 2607317265.675592]}"
1673393700,"{'v': [2.133478704938554, 35102947.95, 2605833409.8503003, 0.00012237152078354373, 149464.72000578637], 'c': [2.133478704938554, 35102947.95, 2605833409.8503003]}"
1673394600,"{'v': [2.1349724775743066, 35179398.65, 2607657905.511754, 0.00012245762164278095, 149569.8836969438], 'c': [2.1349724775743066, 35179398.65, 2607657905.511754]}"
1673395500,"{'v': [2.131426705277949, 35291419.4, 2603327095.0414257, 0.00012217419929939533, 149223.71131201086], 'c': [2.131426705277949, 35291419.4, 2603327095.0414257]}"
1673396400,"{'v': [2.129261265652608, 35405121.36, 2600682224.52565, 0.00012197695209564108, 148982.79334439643], 'c': [2.129261265652608, 35405121.36, 2600682224.52565]}"
1673397300,"{'v': [2.1279558011984996, 35546844.73, 2599087728.699649, 0.00012199282129606777, 149002.17600453913], 'c': [2.1279558011984996, 35546844.73, 2599087728.699649]}"
1673397900,"{'v': [2.126567070769381, 35610607.44, 2597391531.7134323, 0.00012186533248662772, 148846.46102212477], 'c': [2.126567070769381, 35610607.44, 2597391531.7134323]}"
1673398800,"{'v': [2.127615367396906, 35832539.85, 2598671922.45233, 0.00012176885028898576, 148728.6175519794], 'c': [2.127615367396906, 35832539.85, 2598671922.45233]}"
1673399700,"{'v': [2.1302695888226375, 35897796.8, 2601913791.636354, 0.00012180155584032642, 148768.56415101213], 'c': [2.1302695888226375, 35897796.8, 2601913791.636354]}"
1673400600,"{'v': [2.1276755003018537, 35896262.55, 2598745368.85345, 0.00012189568230544451, 148883.53032667073], 'c': [2.1276755003018537, 35896262.55, 2598745368.85345]}"
1673401500,"{'v': [2.1272625910902825, 35928041.95, 2598241041.054791, 0.0001218555410120106, 148834.50170346367], 'c': [2.1272625910902825, 35928041.95, 2598241041.054791]}"
1673402400,"{'v': [2.1343115554246035, 36176233.82, 2606850654.4175577, 0.00012220666926482808, 149263.3701661374], 'c': [2.1343115554246035, 36176233.82, 2606850654.4175577]}"
1673403300,"{'v': [2.131721256512168, 36148252.23, 2603686860.266766, 0.0001222121740286748, 149270.0936912009], 'c': [2.131721256512168, 36148252.23, 2603686860.266766]}"
1673404200,"{'v': [2.1305389647772586, 36174398.71, 2602242807.745461, 0.0001222123679538664, 149270.33055165896], 'c': [2.1305389647772586, 36174398.71, 2602242807.745461]}"
1673404800,"{'v': [2.129518967369228, 35969868.42, 2600996981.7066755, 0.000122148906439605, 149192.81858319204], 'c': [2.129518967369228, 35969868.42, 2600996981.7066755]}"
1673405700,"{'v': [2.1296855280154077, 35977178.62, 2601200419.0766277, 0.0001222268292363914, 149287.9935792138], 'c': [2.1296855280154077, 35977178.62, 2601200419.0766277]}"
1673406600,"{'v': [2.1244045238223723, 35970960.4, 2594750194.318388, 0.00012201084952144986, 149024.19570031215], 'c': [2.1244045238223723, 35970960.4, 2594750194.318388]}"
1673407500,"{'v': [2.1260239097326865, 35966823.94, 2596728114.1817408, 0.0001222270050597717, 149288.20833009813], 'c': [2.1260239097326865, 35966823.94, 2596728114.1817408]}"
1673408400,"{'v': [2.124929860571684, 36074940.92, 2595391841.24442, 0.00012203937062714969, 149059.03141249734], 'c': [2.124929860571684, 36074940.92, 2595391841.24442]}"
1673409300,"{'v': [2.1238655625381524, 36126750.41, 2594091906.3693285, 0.00012191296799924786, 148904.64309349656], 'c': [2.1238655625381524, 36126750.41, 2594091906.3693285]}"
1673410200,"{'v': [2.125321537185234, 36262223.55, 2595870235.5227804, 0.0001219882325130771, 148996.57125957496], 'c': [2.125321537185234, 36262223.55, 2595870235.5227804]}"
1673410800,"{'v': [2.125430735913703, 36285961.83, 2596003610.978696, 0.00012198726986121527, 148995.39547545405], 'c': [2.125430735913703, 36285961.83, 2596003610.978696]}"
1673411700,"{'v': [2.123609841571697, 36310212.48, 2593779568.4788938, 0.00012196387330561029, 148966.81889480678], 'c': [2.123609841571697, 36310212.48, 2593779568.4788938]}"
1673412600,"{'v': [2.122935673196678, 36359995.5, 2592956138.4294524, 0.00012190963980453814, 148900.5780325475], 'c': [2.122935673196678, 36359995.5, 2592956138.4294524]}"
1673413500,"{'v': [2.1251087578136723, 35768669.51, 2595610346.5470624, 0.00012204412230487871, 149064.8351172873], 'c': [2.1251087578136723, 35768669.51, 2595610346.5470624]}"
1673414400,"{'v': [2.1245289021562774, 35575805.84, 2594902110.1623106, 0.00012189272035991577, 148879.91260290387], 'c': [2.1245289021562774, 35575805.84, 2594902110.1623106]}"
1673415300,"{'v': [2.123989131484308, 35535145.92, 2594242833.626098, 0.00012189810288945897, 148886.48683084472], 'c': [2.123989131484308, 35535145.92, 2594242833.626098]}"
1673416200,"{'v': [2.115956263145626, 35583208.09, 2584431478.7504144, 0.0001213613639113552, 148230.91320910002], 'c': [2.115956263145626, 35583208.09, 2584431478.7504144]}"
1673417100,"{'v': [2.1144582266382574, 35597579.38, 2582601775.191133, 0.0001214707409181015, 148364.5064143142], 'c': [2.1144582266382574, 35597579.38, 2582601775.191133]}"
1673417700,"{'v': [2.1176964542198085, 35713700.87, 2586556950.1835866, 0.00012150408157238247, 148405.22872882828], 'c': [2.1176964542198085, 35713700.87, 2586556950.1835866]}"
1673418600,"{'v': [2.1187053637756663, 35732509.56, 2587789233.5066333, 0.00012156314662578622, 148477.37085481145], 'c': [2.1187053637756663, 35732509.56, 2587789233.5066333]}"
1673419500,"{'v': [2.1141001005659126, 35827095.25, 2582164359.5834246, 0.00012126857265876645, 148117.57786360168], 'c': [2.1141001005659126, 35827095.25, 2582164359.5834246]}"
1673420400,"{'v': [2.1107669774529887, 35678275.89, 2578093279.076881, 0.00012100515654385611, 147795.84110975574], 'c': [2.1107669774529887, 35678275.89, 2578093279.076881]}"
1673421300,"{'v': [2.109851868309494, 35580977.76, 2576975563.6882725, 0.000120965707454698, 147747.65794566864], 'c': [2.109851868309494, 35580977.76, 2576975563.6882725]}"
1673422200,"{'v': [2.1090419201443162, 35569892.82, 2575986292.0427756, 0.00012084288228971547, 147597.63914410246], 'c': [2.1090419201443162, 35569892.82, 2575986292.0427756]}"
1673423100,"{'v': [2.1099429417465663, 35371841.84, 2577086800.8918705, 0.00012088701845406215, 147651.54710736033], 'c': [2.1099429417465663, 35371841.84, 2577086800.8918705]}"
1673424000,"{'v': [2.114515740665194, 35592912.18, 2582672022.8915577, 0.00012115108887188632, 147974.0830275579], 'c': [2.114515740665194, 35592912.18, 2582672022.8915577]}"
1673424600,"{'v': [2.1129345307525984, 35732594.63, 2580740731.2369046, 0.00012110834883728616, 147921.88029882128], 'c': [2.1129345307525984, 35732594.63, 2580740731.2369046]}"
1673425500,"{'v': [2.113115702527669, 36040533.23, 2580962014.6569395, 0.00012118152857670928, 148011.26211897796], 'c': [2.113115702527669, 36040533.23, 2580962014.6569395]}"
1673426400,"{'v': [2.1118494712293225, 35929774.26, 2579415438.25372, 0.00012112770207825937, 147945.51837020216], 'c': [2.1118494712293225, 35929774.26, 2579415438.25372]}"
1673427300,"{'v': [2.1087252336873927, 35948510.07, 2575599490.830282, 0.00012090910554938978, 147678.52431167834], 'c': [2.1087252336873927, 35948510.07, 2575599490.830282]}"
1673429100,"{'v': [2.1093040741542435, 35982998.3, 2576306487.2601047, 0.00012075676027675629, 147492.44961576402], 'c': [2.1093040741542435, 35982998.3, 2576306487.2601047]}"
1673430055,"{'v': [2.1120619536079155, 36118165.56903554, 2579674964.48, 0.000120957112, 147737.15947435625]}"
